Item,Year,Value,Economy
2.1.3 Gas Processing,1999,23.072596127105772,05_PRC
2.1.4 Loss & Own Use,1999,199.12877065673294,05_PRC
,1999,,05_PRC
2.2 Final Energy Consumption Sector,1999,1628.0549005472374,05_PRC
2.2.1 Industry Sector,1999,1036.2190224973335,05_PRC
2.2.2 Transport Sector,1999,201.16818707300956,05_PRC
2.2.3 Residential & Commercial,1999,270.3855312707612,05_PRC
2.2.4 Other,1999,120.2821597061329,05_PRC
Total CO2 Emission,2000,3060.205368584856,05_PRC
,2000,,05_PRC
1. CO2 Emission by Energy,2000,3060.205368584856,05_PRC
1.1 Coal & Coal Products,2000,2452.113372309185,05_PRC
1.2 Crude Oil & Petroleum Products,2000,564.595807569622,05_PRC
1.3 Gas,2000,43.49618870604918,05_PRC
,2000,,05_PRC
2. CO2 Emission by Sector,2000,1571.314591709393,05_PRC
2.1 Transformation Sector,2000,1571.314591709393,05_PRC
2.1.1 Main Activity Producer,2000,1162.2667070362515,05_PRC
2.1.2 Autoproducers,2000,217.84411506268194,05_PRC
2.1.3 Gas Processing,2000,1.3743321387232272,05_PRC
2.1.4 Loss & Own Use,2000,189.8294374717367,05_PRC
,2000,,05_PRC
2.2 Final Energy Consumption Sector,2000,1488.8907768754632,05_PRC
2.2.1 Industry Sector,2000,880.433836853637,05_PRC
2.2.2 Transport Sector,2000,206.9104527816216,05_PRC
2.2.3 Residential & Commercial,2000,267.8498625632614,05_PRC
2.2.4 Other,2000,133.69662467694272,05_PRC
Total CO2 Emission,2001,3227.3613810143343,05_PRC
,2001,,05_PRC
1. CO2 Emission by Energy,2001,3227.3613810143343,05_PRC
1.1 Coal & Coal Products,2001,2572.887925610695,05_PRC
1.2 Crude Oil & Petroleum Products,2001,573.8780186032272,05_PRC
1.3 Gas,2001,80.59543680041226,05_PRC
,2001,,05_PRC
2. CO2 Emission by Sector,2001,3227.3613810143343,05_PRC
2.1 Transformation Sector,2001,1689.3341769128078,05_PRC
2.1.1 Main Activity Producer,2001,1238.2011868305215,05_PRC
2.1.2 Autoproducers,2001,228.15061994287544,05_PRC
2.1.3 Gas Processing,2001,26.86666726477035,05_PRC
2.1.4 Loss & Own Use,2001,196.1157028746401,05_PRC
,2001,,05_PRC
2.2 Final Energy Consumption Sector,2001,1538.0272041015264,05_PRC
2.2.1 Industry Sector,2001,915.3349433432484,05_PRC
2.2.2 Transport Sector,2001,210.3035749844749,05_PRC
2.2.3 Residential & Commercial,2001,271.6892879881084,05_PRC
2.2.4 Other,2001,140.69939778569506,05_PRC
Total CO2 Emission,2002,3470.239506031802,05_PRC
,2002,,05_PRC
1. CO2 Emission by Energy,2002,3470.239506031802,05_PRC
1.1 Coal & Coal Products,2002,2775.4532617929917,05_PRC
1.2 Crude Oil & Petroleum Products,2002,607.8888867740606,05_PRC
1.3 Gas,2002,86.89735746474962,05_PRC
,2002,,05_PRC
2. CO2 Emission by Sector,2002,3470.239506031802,05_PRC
2.1 Transformation Sector,2002,1869.5394585286388,05_PRC
2.1.1 Main Activity Producer,2002,1400.3858445017215,05_PRC
2.1.2 Autoproducers,2002,245.10752037607142,05_PRC
2.1.3 Gas Processing,2002,25.834184897372023,05_PRC
2.1.4 Loss & Own Use,2002,198.2119087534737,05_PRC
,2002,,05_PRC
2.2 Final Energy Consumption Sector,2002,1600.7000475031634,05_PRC
2.2.1 Industry Sector,2002,940.7291320783797,05_PRC
2.2.2 Transport Sector,2002,229.08338071893024,05_PRC
2.2.3 Residential & Commercial,2002,279.03744253480903,05_PRC
2.2.4 Other,2002,151.85009217104454,05_PRC
Total CO2 Emission,2003,4054.4178506737226,05_PRC
,2003,,05_PRC
1. CO2 Emission by Energy,2003,4054.4178506737226,05_PRC
1.1 Coal & Coal Products,2003,3279.789585505937,05_PRC
1.2 Crude Oil & Petroleum Products,2003,679.0218978455675,05_PRC
1.3 Gas,2003,95.60636732221789,05_PRC
,2003,,05_PRC
2. CO2 Emission by Sector,2003,4054.4178506737226,05_PRC
2.1 Transformation Sector,2003,2220.2886588283086,05_PRC
2.1.1 Main Activity Producer,2003,1670.6100757968288,05_PRC
2.1.2 Autoproducers,2003,292.83948907662085,05_PRC
2.1.3 Gas Processing,2003,28.869918576163897,05_PRC
2.1.4 Loss & Own Use,2003,227.96917537869479,05_PRC
,2003,,05_PRC
2.2 Final Energy Consumption Sector,2003,1834.129191845414,05_PRC
2.2.1 Industry Sector,2003,1082.786763694598,05_PRC
2.2.2 Transport Sector,2003,272.4055867432118,05_PRC
2.2.3 Residential & Commercial,2003,305.8514427985538,05_PRC
2.2.4 Other,2003,173.08539860905015,05_PRC
Total CO2 Emission,2004,4661.078920845173,05_PRC
,2004,,05_PRC
1. CO2 Emission by Energy,2004,4661.078920845173,05_PRC
1.1 Coal & Coal Products,2004,3759.7883899970348,05_PRC
1.2 Crude Oil & Petroleum Products,2004,786.8507406842931,05_PRC
1.3 Gas,2004,114.4397901638465,05_PRC
,2004,,05_PRC
2. CO2 Emission by Sector,2004,4661.078920845173,05_PRC
2.1 Transformation Sector,2004,2411.213061884373,05_PRC
2.1.1 Main Activity Producer,2004,1871.2218819320483,05_PRC
2.1.2 Autoproducers,2004,323.56618109306237,05_PRC
2.1.3 Gas Processing,2004,35.69292304690122,05_PRC
2.1.4 Loss & Own Use,2004,180.73207581236093,05_PRC
,2004,,05_PRC
2.2 Final Energy Consumption Sector,2004,2249.865858960801,05_PRC
2.2.1 Industry Sector,2004,1380.2792801695362,05_PRC
2.2.2 Transport Sector,2004,331.5780459303148,05_PRC
2.2.3 Residential & Commercial,2004,340.9156337778766,05_PRC
2.2.4 Other,2004,197.09289908307358,05_PRC
Total CO2 Emission,2005,5205.27508594081,05_PRC
,2005,,05_PRC
1. CO2 Emission by Energy,2005,5205.27508594081,05_PRC
1.1 Coal & Coal Products,2005,4259.896621784301,05_PRC
1.2 Crude Oil & Petroleum Products,2005,801.2548386013522,05_PRC
1.3 Gas,2005,144.1236255551566,05_PRC
,2005,,05_PRC
2. CO2 Emission by Sector,2005,5205.275085940809,05_PRC
2.1 Transformation Sector,2005,2710.504796186005,05_PRC
2.1.1 Main Activity Producer,2005,2098.517551616681,05_PRC
2.1.2 Autoproducers,2005,375.4999333520709,05_PRC
2.1.3 Gas Processing,2005,35.689034030498156,05_PRC
2.1.4 Loss & Own Use,2005,200.79827718675546,05_PRC
,2005,,05_PRC
2.2 Final Energy Consumption Sector,2005,2494.7702897548043,05_PRC
2.2.1 Industry Sector,2005,1570.6442624263,05_PRC
2.2.2 Transport Sector,2005,359.8557208076794,05_PRC
2.2.3 Residential & Commercial,2005,354.34944635242437,05_PRC
2.2.4 Other,2005,209.92086016840057,05_PRC
Total CO2 Emission,2006,5738.454467469524,05_PRC
,2006,,05_PRC
1. CO2 Emission by Energy,2006,5738.454467469524,05_PRC
1.1 Coal & Coal Products,2006,4721.267818854222,05_PRC
1.2 Crude Oil & Petroleum Products,2006,840.4706069636932,05_PRC
1.3 Gas,2006,176.71604165161042,05_PRC
,2006,,05_PRC
2. CO2 Emission by Sector,2006,5738.454467469525,05_PRC
2.1 Transformation Sector,2006,3068.2510247406312,05_PRC
2.1.1 Main Activity Producer,2006,2380.611659025546,05_PRC
2.1.2 Autoproducers,2006,421.8708885411839,05_PRC
2.1.3 Gas Processing,2006,35.26659398648646,05_PRC
2.1.4 Loss & Own Use,2006,230.5018831874155,05_PRC
,2006,,05_PRC
2.2 Final Energy Consumption Sector,2006,2670.2034427288945,05_PRC
2.2.1 Industry Sector,2006,1686.8903574646984,05_PRC
2.2.2 Transport Sector,2006,391.8496341140164,05_PRC
2.2.3 Residential & Commercial,2006,370.12816843324,05_PRC
2.2.4 Other,2006,221.33528271693962,05_PRC
Total CO2 Emission,2007,6167.41623074064,05_PRC
,2007,,05_PRC
1. CO2 Emission by Energy,2007,6167.41623074064,05_PRC
1.1 Coal & Coal Products,2007,5076.51148565657,05_PRC
1.2 Crude Oil & Petroleum Products,2007,866.6354261314484,05_PRC
1.3 Gas,2007,224.2693189526204,05_PRC
,2007,,05_PRC
2. CO2 Emission by Sector,2007,6167.416230740638,05_PRC
2.1 Transformation Sector,2007,3305.3779435745696,05_PRC
2.1.1 Main Activity Producer,2007,2554.456014380861,05_PRC
2.1.2 Autoproducers,2007,449.7987888797519,05_PRC
2.1.3 Gas Processing,2007,41.39816548131723,05_PRC
2.1.4 Loss & Own Use,2007,259.72497483264027,05_PRC
,2007,,05_PRC
2.2 Final Energy Consumption Sector,2007,2862.038287166068,05_PRC
2.2.1 Industry Sector,2007,1831.6519347635017,05_PRC
2.2.2 Transport Sector,2007,420.7314320640359,05_PRC
2.2.3 Residential & Commercial,2007,381.4947647179543,05_PRC
2.2.4 Other,2007,228.16015562057646,05_PRC
Total CO2 Emission,2008,6417.920702476873,05_PRC
,2008,,05_PRC
1. CO2 Emission by Energy,2008,6417.920702476873,05_PRC
1.1 Coal & Coal Products,2008,5281.406811392612,05_PRC
1.2 Crude Oil & Petroleum Products,2008,884.5134737889625,05_PRC
1.3 Gas,2008,252.00041729529772,05_PRC
,2008,,05_PRC
2. CO2 Emission by Sector,2008,6417.920702476871,05_PRC
2.1 Transformation Sector,2008,3399.615670353962,05_PRC
2.1.1 Main Activity Producer,2008,2630.70722264497,05_PRC
2.1.2 Autoproducers,2008,460.2142031030517,05_PRC
2.1.3 Gas Processing,2008,33.73591339861317,05_PRC
2.1.4 Loss & Own Use,2008,274.95833120732703,05_PRC
,2008,,05_PRC
2.2 Final Energy Consumption Sector,2008,3018.3050321229107,05_PRC
2.2.1 Industry Sector,2008,1967.5869306141853,05_PRC
2.2.2 Transport Sector,2008,450.3610971393716,05_PRC
2.2.3 Residential & Commercial,2008,366.44772106250394,05_PRC
2.2.4 Other,2008,233.90928330685,05_PRC
Total CO2 Emission,2009,6866.2426021636875,05_PRC
,2009,,05_PRC
1. CO2 Emission by Energy,2009,6866.2426021636875,05_PRC
1.1 Coal & Coal Products,2009,5683.754509796444,05_PRC
1.2 Crude Oil & Petroleum Products,2009,895.2407063564216,05_PRC
1.3 Gas,2009,287.247386010821,05_PRC
,2009,,05_PRC
2. CO2 Emission by Sector,2009,6866.2426021636875,05_PRC
2.1 Transformation Sector,2009,3704.1142832935916,05_PRC
2.1.1 Main Activity Producer,2009,2847.046530097801,05_PRC
2.1.2 Autoproducers,2009,489.77048327054484,05_PRC
2.1.3 Gas Processing,2009,31.194832736690305,05_PRC
2.1.4 Loss & Own Use,2009,336.1024371885561,05_PRC
,2009,,05_PRC
2.2 Final Energy Consumption Sector,2009,3162.128318870095,05_PRC
2.2.1 Industry Sector,2009,2088.705277746167,05_PRC
2.2.2 Transport Sector,2009,462.33013616200395,05_PRC
2.2.3 Residential & Commercial,2009,372.42166551919087,05_PRC
2.2.4 Other,2009,238.671239442733,05_PRC
Total CO2 Emission,2010,7396.731163423363,05_PRC
,2010,,05_PRC
1. CO2 Emission by Energy,2010,7396.731163423363,05_PRC
1.1 Coal & Coal Products,2010,6190.477591129697,05_PRC
1.2 Crude Oil & Petroleum Products,2010,984.775835863432,05_PRC
1.3 Gas,2010,221.47773643023217,05_PRC
,2010,,05_PRC
2. CO2 Emission by Sector,2010,7396.731163423363,05_PRC
2.1 Transformation Sector,2010,3718.1860367538757,05_PRC
2.1.1 Main Activity Producer,2010,2747.069428890315,05_PRC
2.1.2 Autoproducers,2010,613.1181565985122,05_PRC
2.1.3 Gas Processing,2010,27.182817829923255,05_PRC
2.1.4 Loss & Own Use,2010,330.81563343512465,05_PRC
,2010,,05_PRC
2.2 Final Energy Consumption Sector,2010,3678.5451266694877,05_PRC
2.2.1 Industry Sector,2010,2542.161895290278,05_PRC
2.2.2 Transport Sector,2010,509.0319086533715,05_PRC
2.2.3 Residential & Commercial,2010,380.39561909098273,05_PRC
2.2.4 Other,2010,246.95570363485461,05_PRC
Total CO2 Emission,2011,8411.04794673584,05_PRC
,2011,,05_PRC
1. CO2 Emission by Energy,2011,8411.04794673584,05_PRC
1.1 Coal & Coal Products,2011,7107.931027026099,05_PRC
1.2 Crude Oil & Petroleum Products,2011,1031.2159058700888,05_PRC
1.3 Gas,2011,271.90101383965094,05_PRC
,2011,,05_PRC
2. CO2 Emission by Sector,2011,8411.04794673584,05_PRC
2.1 Transformation Sector,2011,4167.691098901561,05_PRC
2.1.1 Main Activity Producer,2011,3113.4103579174835,05_PRC
2.1.2 Autoproducers,2011,690.2362952647478,05_PRC
2.1.3 Gas Processing,2011,23.056605481928603,05_PRC
2.1.4 Loss & Own Use,2011,340.98784023740114,05_PRC
,2011,,05_PRC
2.2 Final Energy Consumption Sector,2011,4243.356847834279,05_PRC
2.2.1 Industry Sector,2011,3011.8206266903508,05_PRC
2.2.2 Transport Sector,2011,560.5138253953527,05_PRC
2.2.3 Residential & Commercial,2011,403.46585432664284,05_PRC
2.2.4 Other,2011,267.5565414219327,05_PRC
Total CO2 Emission,2012,8677.607664287454,05_PRC
,2012,,05_PRC
1. CO2 Emission by Energy,2012,8677.607664287454,05_PRC
1.1 Coal & Coal Products,2012,7310.220805255008,05_PRC
1.2 Crude Oil & Petroleum Products,2012,1064.9171497450143,05_PRC
1.3 Gas,2012,302.4697092874305,05_PRC
,2012,,05_PRC
2. CO2 Emission by Sector,2012,8677.607664287456,05_PRC
2.1 Transformation Sector,2012,4185.406478472982,05_PRC
2.1.1 Main Activity Producer,2012,3113.463833026882,05_PRC
2.1.2 Autoproducers,2012,722.0078197873196,05_PRC
2.1.3 Gas Processing,2012,20.076860341326263,05_PRC
2.1.4 Loss & Own Use,2012,329.8579653174544,05_PRC
,2012,,05_PRC
2.2 Final Energy Consumption Sector,2012,4492.2011858144715,05_PRC
2.2.1 Industry Sector,2012,3189.970104364308,05_PRC
2.2.2 Transport Sector,2012,619.6686062591099,05_PRC
2.2.3 Residential & Commercial,2012,403.7286307770528,05_PRC
2.2.4 Other,2012,278.83384441400153,05_PRC
Total CO2 Emission,2013,8928.483080173948,05_PRC
,2013,,05_PRC
1. CO2 Emission by Energy,2013,8928.483080173948,05_PRC
1.1 Coal & Coal Products,2013,7461.446433837683,05_PRC
1.2 Crude Oil & Petroleum Products,2013,1121.9936020465,05_PRC
1.3 Gas,2013,345.0430442897658,05_PRC
,2013,,05_PRC
2. CO2 Emission by Sector,2013,8928.483080173948,05_PRC
2.1 Transformation Sector,2013,4511.284126752383,05_PRC
2.1.1 Main Activity Producer,2013,3360.3199353570403,05_PRC
2.1.2 Autoproducers,2013,782.8612033116565,05_PRC
2.1.3 Gas Processing,2013,18.69840614664718,05_PRC
2.1.4 Loss & Own Use,2013,349.40458193703887,05_PRC
,2013,,05_PRC
2.2 Final Energy Consumption Sector,2013,4417.198953421566,05_PRC
2.2.1 Industry Sector,2013,3037.5436362457854,05_PRC
2.2.2 Transport Sector,2013,662.9143947599446,05_PRC
2.2.3 Residential & Commercial,2013,418.6619618911129,05_PRC
2.2.4 Other,2013,298.0789605247236,05_PRC
Total CO2 Emission,2014,8947.147068785294,05_PRC
,2014,,05_PRC
1. CO2 Emission by Energy,2014,8947.147068785294,05_PRC
1.1 Coal & Coal Products,2014,7413.883539550123,05_PRC
1.2 Crude Oil & Petroleum Products,2014,1154.1036552844141,05_PRC
1.3 Gas,2014,379.15987395075973,05_PRC
,2014,,05_PRC
2. CO2 Emission by Sector,2014,8947.147068785298,05_PRC
2.1 Transformation Sector,2014,4487.079829613897,05_PRC
2.1.1 Main Activity Producer,2014,3333.5953419312464,05_PRC
2.1.2 Autoproducers,2014,819.4730315530597,05_PRC
2.1.3 Gas Processing,2014,20.307243322947482,05_PRC
2.1.4 Loss & Own Use,2014,313.70421280664453,05_PRC
,2014,,05_PRC
2.2 Final Energy Consumption Sector,2014,4460.067239171401,05_PRC
2.2.1 Industry Sector,2014,3029.65994704346,05_PRC
2.2.2 Transport Sector,2014,695.7729256574124,05_PRC
2.2.3 Residential & Commercial,2014,435.48433120117966,05_PRC
2.2.4 Other,2014,299.15003526934794,05_PRC
Total CO2 Emission,2015,8832.404301882429,05_PRC
,2015,,05_PRC
1. CO2 Emission by Energy,2015,8832.404301882429,05_PRC
1.1 Coal & Coal Products,2015,7231.405454560207,05_PRC
1.2 Crude Oil & Petroleum Products,2015,1219.9747812208313,05_PRC
1.3 Gas,2015,381.0240661013909,05_PRC
,2015,,05_PRC
2. CO2 Emission by Sector,2015,8832.40430188243,05_PRC
2.1 Transformation Sector,2015,4433.973720191586,05_PRC
2.1.1 Main Activity Producer,2015,3188.9575098642777,05_PRC
2.1.2 Autoproducers,2015,944.5738533269064,05_PRC
2.1.3 Gas Processing,2015,26.126387694567573,05_PRC
2.1.4 Loss & Own Use,2015,274.3159693058327,05_PRC
,2015,,05_PRC
2.2 Final Energy Consumption Sector,2015,4398.430581690845,05_PRC
2.2.1 Industry Sector,2015,2890.4067605894193,05_PRC
2.2.2 Transport Sector,2015,728.6837213471715,05_PRC
2.2.3 Residential & Commercial,2015,457.35167316751136,05_PRC
2.2.4 Other,2015,321.988426586743,05_PRC
Total CO2 Emission,2016,8938.273453531476,05_PRC
,2016,,05_PRC
1. CO2 Emission by Energy,2016,8938.273453531476,05_PRC
1.1 Coal & Coal Products,2016,7286.442161603664,05_PRC
1.2 Crude Oil & Petroleum Products,2016,1238.527166303884,05_PRC
1.3 Gas,2016,413.30412562392763,05_PRC
,2016,,05_PRC
2. CO2 Emission by Sector,2016,8938.273453531476,05_PRC
2.1 Transformation Sector,2016,4518.633697675008,05_PRC
2.1.1 Main Activity Producer,2016,3258.8606893235574,05_PRC
2.1.2 Autoproducers,2016,1017.5903983745911,05_PRC
2.1.3 Gas Processing,2016,23.859555388472074,05_PRC
2.1.4 Loss & Own Use,2016,218.32305458838826,05_PRC
,2016,,05_PRC
2.2 Final Energy Consumption Sector,2016,4419.639755856467,05_PRC
2.2.1 Industry Sector,2016,2890.2701700878238,05_PRC
2.2.2 Transport Sector,2016,740.3036030075125,05_PRC
2.2.3 Residential & Commercial,2016,470.4706393729952,05_PRC
2.2.4 Other,2016,318.59534338813546,05_PRC
Total CO2 Emission,2017,8887.959165482232,05_PRC
,2017,,05_PRC
1. CO2 Emission by Energy,2017,8887.959165482232,05_PRC
1.1 Coal & Coal Products,2017,7122.580874403303,05_PRC
1.2 Crude Oil & Petroleum Products,2017,1282.3293261797364,05_PRC
1.3 Gas,2017,483.04896489919264,05_PRC
,2017,,05_PRC
2. CO2 Emission by Sector,2017,8887.959165482232,05_PRC
2.1 Transformation Sector,2017,4739.357504730835,05_PRC
2.1.1 Main Activity Producer,2017,3399.27879959112,05_PRC
2.1.2 Autoproducers,2017,1061.7309118221904,05_PRC
2.1.3 Gas Processing,2017,31.609315199403895,05_PRC
2.1.4 Loss & Own Use,2017,246.73847811812107,05_PRC
,2017,,05_PRC
2.2 Final Energy Consumption Sector,2017,4148.601660751397,05_PRC
2.2.1 Industry Sector,2017,2579.791045357878,05_PRC
2.2.2 Transport Sector,2017,775.7602552515802,05_PRC
2.2.3 Residential & Commercial,2017,480.4476286932115,05_PRC
2.2.4 Other,2017,312.6027314487262,05_PRC
Total CO2 Emission,1990,32.52333333333333,06_HKC
,1990,,06_HKC
1. CO2 Emission by Energy,1990,32.52333333333333,06_HKC
1.1 Coal & Coal Products,1990,22.58666666666667,06_HKC
1.2 Crude Oil & Petroleum Products,1990,9.423333333333334,06_HKC
1.3 Gas,1990,0.4766666666666667,06_HKC
,1990,,06_HKC
2. CO2 Emission by Sector,1990,32.52333333333333,06_HKC
2.1 Transformation Sector,1990,22.80666666666667,06_HKC
2.1.1 Main Activity Producer,1990,22.62333333333333,06_HKC
2.1.2 Autoproducers,1990,,06_HKC
2.1.3 Gas Processing,1990,0.18333333333333335,06_HKC
2.1.4 Loss & Own Use,1990,,06_HKC
,1990,,06_HKC
2.2 Final Energy Consumption Sector,1990,9.716666666666667,06_HKC
2.2.1 Industry Sector,1990,2.64,06_HKC
2.2.2 Transport Sector,1990,6.05,06_HKC
2.2.3 Residential & Commercial,1990,0.99,06_HKC
2.2.4 Other,1990,,06_HKC
Total CO2 Emission,1991,35.53,06_HKC
,1991,,06_HKC
1. CO2 Emission by Energy,1991,35.53,06_HKC
1.1 Coal & Coal Products,1991,24.86,06_HKC
1.2 Crude Oil & Petroleum Products,1991,10.12,06_HKC
1.3 Gas,1991,0.55,06_HKC
,1991,,06_HKC
2. CO2 Emission by Sector,1991,35.53,06_HKC
2.1 Transformation Sector,1991,25.55666666666667,06_HKC
2.1.1 Main Activity Producer,1991,25.37333333333333,06_HKC
2.1.2 Autoproducers,1991,,06_HKC
2.1.3 Gas Processing,1991,0.18333333333333335,06_HKC
2.1.4 Loss & Own Use,1991,,06_HKC
,1991,,06_HKC
2.2 Final Energy Consumption Sector,1991,9.973333333333334,06_HKC
2.2.1 Industry Sector,1991,2.31,06_HKC
2.2.2 Transport Sector,1991,6.636666666666667,06_HKC
2.2.3 Residential & Commercial,1991,1.0266666666666668,06_HKC
2.2.4 Other,1991,,06_HKC
Total CO2 Emission,1992,39.56333333333333,06_HKC
,1992,,06_HKC
1. CO2 Emission by Energy,1992,39.56333333333333,06_HKC
1.1 Coal & Coal Products,1992,28.16,06_HKC
1.2 Crude Oil & Petroleum Products,1992,10.78,06_HKC
1.3 Gas,1992,0.5866666666666667,06_HKC
,1992,,06_HKC
2. CO2 Emission by Sector,1992,39.56333333333333,06_HKC
2.1 Transformation Sector,1992,29.186666666666667,06_HKC
2.1.1 Main Activity Producer,1992,28.93,06_HKC
2.1.2 Autoproducers,1992,,06_HKC
2.1.3 Gas Processing,1992,0.22,06_HKC
2.1.4 Loss & Own Use,1992,,06_HKC
,1992,,06_HKC
2.2 Final Energy Consumption Sector,1992,10.376666666666667,06_HKC
2.2.1 Industry Sector,1992,2.2366666666666664,06_HKC
2.2.2 Transport Sector,1992,7.003333333333333,06_HKC
2.2.3 Residential & Commercial,1992,1.1366666666666667,06_HKC
2.2.4 Other,1992,,06_HKC
Total CO2 Emission,1993,39.78333333333334,06_HKC
,1993,,06_HKC
1. CO2 Emission by Energy,1993,39.78333333333334,06_HKC
1.1 Coal & Coal Products,1993,28.526666666666667,06_HKC
1.2 Crude Oil & Petroleum Products,1993,10.596666666666666,06_HKC
1.3 Gas,1993,0.6233333333333334,06_HKC
,1993,,06_HKC
2. CO2 Emission by Sector,1993,39.78333333333334,06_HKC
2.1 Transformation Sector,1993,29.62666666666667,06_HKC
2.1.1 Main Activity Producer,1993,29.37,06_HKC
2.1.2 Autoproducers,1993,,06_HKC
2.1.3 Gas Processing,1993,0.2566666666666667,06_HKC
2.1.4 Loss & Own Use,1993,,06_HKC
,1993,,06_HKC
2.2 Final Energy Consumption Sector,1993,10.156666666666666,06_HKC
2.2.1 Industry Sector,1993,1.9066666666666667,06_HKC
2.2.2 Transport Sector,1993,7.113333333333333,06_HKC
2.2.3 Residential & Commercial,1993,1.1366666666666667,06_HKC
2.2.4 Other,1993,,06_HKC
Total CO2 Emission,1994,32.156666666666666,06_HKC
,1994,,06_HKC
1. CO2 Emission by Energy,1994,32.156666666666666,06_HKC
1.1 Coal & Coal Products,1994,21.78,06_HKC
1.2 Crude Oil & Petroleum Products,1994,9.716666666666667,06_HKC
1.3 Gas,1994,0.6966666666666667,06_HKC
,1994,,06_HKC
2. CO2 Emission by Sector,1994,32.156666666666666,06_HKC
2.1 Transformation Sector,1994,21.89,06_HKC
2.1.1 Main Activity Producer,1994,21.596666666666668,06_HKC
2.1.2 Autoproducers,1994,,06_HKC
2.1.3 Gas Processing,1994,0.29333333333333333,06_HKC
2.1.4 Loss & Own Use,1994,,06_HKC
,1994,,06_HKC
2.2 Final Energy Consumption Sector,1994,10.303333333333335,06_HKC
2.2.1 Industry Sector,1994,1.7233333333333332,06_HKC
2.2.2 Transport Sector,1994,7.406666666666667,06_HKC
2.2.3 Residential & Commercial,1994,1.1366666666666667,06_HKC
2.2.4 Other,1994,,06_HKC
Total CO2 Emission,1995,32.81666666666666,06_HKC
,1995,,06_HKC
1. CO2 Emission by Energy,1995,32.81666666666666,06_HKC
1.1 Coal & Coal Products,1995,22.55,06_HKC
1.2 Crude Oil & Petroleum Products,1995,9.496666666666666,06_HKC
1.3 Gas,1995,0.8066666666666666,06_HKC
,1995,,06_HKC
2. CO2 Emission by Sector,1995,32.81666666666666,06_HKC
2.1 Transformation Sector,1995,22.88,06_HKC
2.1.1 Main Activity Producer,1995,22.58666666666667,06_HKC
2.1.2 Autoproducers,1995,,06_HKC
2.1.3 Gas Processing,1995,0.29333333333333333,06_HKC
2.1.4 Loss & Own Use,1995,,06_HKC
,1995,,06_HKC
2.2 Final Energy Consumption Sector,1995,9.936666666666666,06_HKC
2.2.1 Industry Sector,1995,1.43,06_HKC
2.2.2 Transport Sector,1995,7.296666666666667,06_HKC
2.2.3 Residential & Commercial,1995,1.1733333333333333,06_HKC
2.2.4 Other,1995,,06_HKC
Total CO2 Emission,1996,31.423333333333332,06_HKC
,1996,,06_HKC
1. CO2 Emission by Energy,1996,31.423333333333332,06_HKC
1.1 Coal & Coal Products,1996,17.6,06_HKC
1.2 Crude Oil & Petroleum Products,1996,9.166666666666666,06_HKC
1.3 Gas,1996,4.656666666666667,06_HKC
,1996,,06_HKC
2. CO2 Emission by Sector,1996,31.423333333333332,06_HKC
2.1 Transformation Sector,1996,21.67,06_HKC
2.1.1 Main Activity Producer,1996,21.34,06_HKC
2.1.2 Autoproducers,1996,,06_HKC
2.1.3 Gas Processing,1996,0.29333333333333333,06_HKC
2.1.4 Loss & Own Use,1996,,06_HKC
,1996,,06_HKC
2.2 Final Energy Consumption Sector,1996,9.753333333333334,06_HKC
2.2.1 Industry Sector,1996,1.2833333333333332,06_HKC
2.2.2 Transport Sector,1996,7.296666666666667,06_HKC
2.2.3 Residential & Commercial,1996,1.21,06_HKC
2.2.4 Other,1996,,06_HKC
Total CO2 Emission,1997,29.736666666666668,06_HKC
,1997,,06_HKC
1. CO2 Emission by Energy,1997,29.736666666666668,06_HKC
1.1 Coal & Coal Products,1997,13.676666666666666,06_HKC
1.2 Crude Oil & Petroleum Products,1997,9.203333333333333,06_HKC
1.3 Gas,1997,6.856666666666667,06_HKC
,1997,,06_HKC
2. CO2 Emission by Sector,1997,29.736666666666668,06_HKC
2.1 Transformation Sector,1997,19.91,06_HKC
2.1.1 Main Activity Producer,1997,19.58,06_HKC
2.1.2 Autoproducers,1997,,06_HKC
2.1.3 Gas Processing,1997,0.33,06_HKC
2.1.4 Loss & Own Use,1997,,06_HKC
,1997,,06_HKC
2.2 Final Energy Consumption Sector,1997,9.863333333333333,06_HKC
2.2.1 Industry Sector,1997,1.1733333333333333,06_HKC
2.2.2 Transport Sector,1997,7.48,06_HKC
2.2.3 Residential & Commercial,1997,1.21,06_HKC
2.2.4 Other,1997,,06_HKC
Total CO2 Emission,1998,31.71666666666667,06_HKC
,1998,,06_HKC
1. CO2 Emission by Energy,1998,31.71666666666667,06_HKC
1.1 Coal & Coal Products,1998,16.17,06_HKC
1.2 Crude Oil & Petroleum Products,1998,9.056666666666667,06_HKC
1.3 Gas,1998,6.49,06_HKC
,1998,,06_HKC
2. CO2 Emission by Sector,1998,31.71666666666667,06_HKC
2.1 Transformation Sector,1998,22.0,06_HKC
2.1.1 Main Activity Producer,1998,21.67,06_HKC
2.1.2 Autoproducers,1998,,06_HKC
2.1.3 Gas Processing,1998,0.33,06_HKC
2.1.4 Loss & Own Use,1998,,06_HKC
,1998,,06_HKC
2.2 Final Energy Consumption Sector,1998,9.716666666666667,06_HKC
2.2.1 Industry Sector,1998,0.9533333333333334,06_HKC
2.2.2 Transport Sector,1998,7.553333333333333,06_HKC
2.2.3 Residential & Commercial,1998,1.1733333333333333,06_HKC
2.2.4 Other,1998,,06_HKC
